City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,touros,-5.1989,-35.4608,300.84,73,30,6.72,BR,1706647277
302,tindouf,27.6711,-8.1474,292.4,22,0,2.57,DZ,1706647371
303,side,36.7667,31.3885,282.61,52,100,3.83,TR,1706647371
304,eyl,7.9803,49.8164,297.25,72,12,5.98,SO,1706647372
305,namibe,-15.1961,12.1522,297.56,77,47,1.93,AO,1706647372
306,gadzhiyevo,69.2551,33.3362,276.2,77,92,13.64,RU,1706647372
307,saint-pierre,-21.3393,55.4781,298.97,83,100,1.54,RE,1706647372
308,demba,-5.51,22.2667,293.43,97,100,0.57,CD,1706647372
309,wuyo,10.3852,11.6968,299.01,21,1,5.55,NG,1706647372
310,baker city,44.7749,-117.8344,284.99,65,0,5.14,US,1706647372
311,antonio enes,-16.2325,39.9086,299.29,74,60,1.09,MZ,1706647373
312,zaragoza,41.6561,-0.8773,285.94,75,100,1.54,ES,1706647373
313,labrador city,52.9463,-66.9114,261.1,37,20,6.17,CA,1706647373
314,amungan,15.3652,119.9582,296.17,70,35,2.85,PH,1706647373
315,ciudad lazaro cardenas,17.9583,-102.2,301.33,62,100,4.11,MX,1706647373
316,mirandela,41.4874,-7.187,284.98,77,100,0.84,PT,1706647373
317,kayangel,8.0823,134.7173,300.37,82,51,10.78,PW,1706647374
318,rey bouba,8.6724,14.1786,298.23,18,8,1.15,CM,1706647374
319,kavaratti,10.5669,72.642,300.66,68,61,3.35,IN,1706647374
320,luderitz,-26.6481,15.1594,292.26,86,2,4.82,NA,1706647374
321,gurupi,-11.7292,-49.0686,298.98,86,100,1.72,BR,1706647374
322,martuk,50.7475,56.5056,267.19,96,100,3.67,KZ,1706647374
323,newman,37.3138,-121.0208,294.96,71,94,3.39,US,1706647375
324,maues,-3.3836,-57.7186,301.44,84,95,1.75,BR,1706647375
325,santa luzia,-19.7697,-43.8514,303.65,56,75,3.6,BR,1706647375
326,lebu,-37.6167,-73.65,291.07,65,0,6.92,CL,1706647375
327,tsiombe,-25.3,45.4833,296.27,81,100,6.99,MG,1706647375
328,praia da vitoria,38.7333,-27.0667,289.29,82,75,5.34,PT,1706647375
329,saipan,15.1355,145.701,298.54,69,75,9.77,MP,1706647376
330,terrace,54.5163,-128.6035,282.1,87,75,4.63,CA,1706647340
331,ciudad miguel aleman,26.35,-99.1,294.37,41,100,3.09,MX,1706647376
332,lexington,37.9887,-84.4777,278.89,81,100,3.09,US,1706647107
333,juneau,58.3019,-134.4197,276.15,95,100,3.09,US,1706647376
334,uturoa,-16.7333,-151.4333,301.84,75,100,3.2,PF,1706647376
335,lazaro cardenas,17.9583,-102.2,301.33,62,100,4.11,MX,1706647113
336,shache,38.4167,77.2406,271.44,51,100,1.25,CN,1706647377
337,carnarvon,-24.8667,113.6333,298.66,70,21,6.87,AU,1706647377
338,al hoceima,35.2433,-3.9309,288.72,63,20,2.06,MA,1706647377
339,polyarnyy,69.1989,33.4478,276.32,77,93,12.67,RU,1706647377
340,imbituba,-28.24,-48.6703,298.07,77,42,2.17,BR,1706647377
341,mejit,10.2753,170.8646,299.44,79,100,10.62,MH,1706647378
342,dudinka,69.4058,86.1778,256.27,83,93,9.81,RU,1706647378
343,nizhneangarsk,55.7833,109.55,246.48,89,9,2.24,RU,1706647378
344,korsakov,46.6328,142.7813,257.06,87,89,2.47,RU,1706647378
345,alice springs,-23.7,133.8833,301.9,22,93,6.69,AU,1706647194
346,znamenskoye,57.1281,73.8282,259.41,96,100,2.78,RU,1706647378
347,tver,56.8619,35.8931,271.64,93,100,4.92,RU,1706647378
348,al bawiti,28.3492,28.8659,282.02,48,4,3.42,EG,1706647379
349,nikol'sk,53.7189,46.0712,267.91,95,88,3.96,RU,1706647379
350,buka,40.8108,69.1986,274.51,95,100,2.77,UZ,1706647379
351,plastun,44.7561,136.2939,263.48,72,100,1.4,RU,1706647379
352,tozkhurmato,34.8905,44.6299,283.41,67,100,3.28,IQ,1706647380
353,gisborne,-38.6533,178.0042,292.28,91,79,6.82,NZ,1706647380
354,morehead city,34.7229,-76.726,285.15,68,0,3.6,US,1706647380
355,loiza,18.4313,-65.8802,302.14,67,40,3.09,PR,1706647380
356,tarnogskiy gorodok,60.4997,43.5761,267.64,93,11,2.98,RU,1706647380
357,gidrotorf,56.4744,43.5414,270.14,96,39,2.63,RU,1706647380
358,tarawa,1.419,172.984,301.2,83,75,3.09,KI,1706647381
359,le port,-20.9373,55.2919,300.13,84,6,2.7,RE,1706647381
360,queenstown,-31.8976,26.8753,293.5,88,100,1.49,ZA,1706647381
361,bel ombre,-4.6167,55.4167,301.06,78,20,1.54,SC,1706647381
362,crane,31.3974,-102.3501,292.12,28,46,2.52,US,1706647381
363,kasongo,-4.45,26.6667,293.89,97,79,1.19,CD,1706647381
364,bogande,12.9714,-0.1436,297.82,15,10,4.54,BF,1706647382
365,mastic beach,40.7668,-72.8521,276.47,78,100,0.89,US,1706647382
366,phan thiet,10.9333,108.1,294.81,84,76,2.72,VN,1706647382
367,nieuw amsterdam,5.8833,-55.0833,303.24,70,40,4.12,SR,1706647382
368,timimoun,29.2639,0.231,289.36,39,0,6.69,DZ,1706647382
369,baotou,40.6522,109.8222,260.44,83,76,2.06,CN,1706647203
370,st. john's,47.5649,-52.7093,268.59,79,100,7.72,CA,1706647285
371,manaure,11.7751,-72.4445,300.87,70,7,8.53,CO,1706647383
372,zhuanghe,39.7008,122.9911,271.65,98,100,2.37,CN,1706647383
373,chonchi,-42.6128,-73.8092,297.23,48,37,2.65,CL,1706647383
374,san felice circeo,41.2372,13.0942,282.22,77,10,2.69,IT,1706647383
375,odienne,9.51,-7.5692,300.6,15,66,1.59,CI,1706647383
376,mount darwin,-16.7725,31.5838,293.35,75,68,0.5,ZW,1706647384
377,progreso,21.2833,-89.6667,298.21,53,97,3.78,MX,1706647384
378,chefchaouene,35.1688,-5.2636,285.91,90,26,3.28,MA,1706647384
379,ishimbay,53.4545,56.0415,266.08,96,99,2.59,RU,1706647384
380,alaghsas,17.0187,8.0168,293.08,23,96,9.24,NE,1706647384
381,conceicao do mato dentro,-19.0372,-43.425,297.84,79,100,1.18,BR,1706647385
382,nouadhibou,20.931,-17.0347,297.14,33,0,4.63,MR,1706647385
383,huarmey,-10.0681,-78.1522,299.28,74,99,4.58,PE,1706647385
384,merowe,18.4833,31.8167,289.7,28,30,6.18,SD,1706647385
385,minas de marcona,-15.2119,-75.1103,295.88,65,95,7.31,PE,1706647385
386,afaahiti,-17.75,-149.2833,302.08,82,77,2.78,PF,1706647386
387,keelakarai,9.2333,78.7833,298.63,83,10,5.16,IN,1706647386
388,alindao,5.0267,21.2088,299.67,29,100,0.06,CF,1706647386
389,pambujan,12.5642,124.9276,297.64,90,95,5.81,PH,1706647386
390,pineville,31.3224,-92.4343,297.17,36,0,5.14,US,1706647386
391,galesong,-5.3166,119.3661,297.16,80,98,2.09,ID,1706647387
392,yeppoon,-23.1333,150.7333,298.03,89,100,1.46,AU,1706647387
393,reyes,-14.3167,-67.3833,305.13,66,75,2.06,BO,1706647387
394,barcelos,41.5388,-8.6151,289.09,79,99,2.11,PT,1706647341
395,puerto deseado,-47.7503,-65.8938,296.63,34,13,10.46,AR,1706647285
396,hassi messaoud,31.6804,6.0729,287.07,44,0,2.57,DZ,1706647387
397,taco pozo,-25.6167,-63.2833,314.83,15,0,2.02,AR,1706647388
398,lulea,65.5842,22.1547,272.19,80,0,4.12,SE,1706647388
399,duong dong,10.2167,103.9667,297.15,88,0,1.54,VN,1706647388
400,santyoku,37.4406,129.1708,276.82,54,90,2.89,KR,1706647388
401,gornyak,50.9942,81.4661,261.03,84,100,3.6,RU,1706647388
402,rongelap,11.1635,166.8941,299.33,72,100,9.01,MH,1706647388
403,oum hadjer,13.2954,19.6966,296.42,16,0,6.78,TD,1706647389
404,tralee,52.2704,-9.7026,277.74,84,100,2.94,IE,1706647389
405,port lincoln,-34.7333,135.8667,289.06,73,3,4.91,AU,1706647389
406,levanger,63.7464,11.2996,268.18,70,27,2.28,NO,1706647389
407,mirnyy,62.5353,113.9611,241.64,100,92,1.6,RU,1706647389
408,kandalaksha,67.162,32.4123,273.94,87,63,4.77,RU,1706647390
409,hoemul-li,41.4339,129.67,268.76,87,70,1.71,KP,1706647390
410,lingig,8.0389,126.4125,298.46,94,100,5.09,PH,1706647390
411,sola,-13.8833,167.55,300.78,74,40,1.39,VU,1706647390
412,marsh harbour,26.5412,-77.0636,293.34,56,100,3.78,BS,1706647390
413,igarka,67.4667,86.5833,251.11,82,77,7.23,RU,1706647391
414,maceio,-9.6658,-35.7353,302.84,70,0,4.12,BR,1706647107
415,tual,-5.6667,132.75,301.81,76,100,7.55,ID,1706647391
416,kargasok,59.0556,80.8572,257.86,95,100,4.82,RU,1706647391
417,kargopol',61.5071,38.9456,270.8,89,12,3.97,RU,1706647391
418,acarau,-2.8856,-40.12,301.09,78,1,7.07,BR,1706647162
419,mugia,43.1041,-9.2179,285.32,78,100,1.55,ES,1706647392
420,vernon,50.2581,-119.2691,282.2,94,100,1.54,CA,1706647214
421,port moresby,-9.4431,147.1797,297.83,94,20,2.57,PG,1706647392
422,sitka,57.0531,-135.33,276.09,81,75,5.66,US,1706647036
423,okhotsk,59.3833,143.3,253.02,77,100,4.1,RU,1706647392
424,vychegodskiy,61.247,46.8984,269.05,94,83,2.58,RU,1706647393
425,trairi,-3.2778,-39.2689,300.76,77,5,5.02,BR,1706647393
426,mouila,-1.8685,11.0559,298.39,93,100,0.43,GA,1706647393
427,prince rupert,54.3161,-130.3201,282.2,81,100,9.26,CA,1706647393
428,kutina,45.475,16.7819,273.68,80,0,0.71,HR,1706647393
429,luena,-11.7833,19.9167,291.25,97,98,1.37,AO,1706647393
430,krasne,49.9145,24.6134,272.63,80,51,2.23,UA,1706647394
431,saldanha,-33.0117,17.9442,293.18,88,29,4.81,ZA,1706647394
432,shakawe,-18.3667,21.85,293.79,82,85,1.04,BW,1706647394
433,yemel'yanovo,56.1681,92.6767,244.86,76,89,0.0,RU,1706647394
434,saynshand,44.8824,110.1163,244.41,96,18,1.95,MN,1706647394
435,freetown,8.484,-13.2299,301.99,74,3,4.63,SL,1706647395
436,sablayan,12.8346,120.769,298.18,76,93,2.11,PH,1706647150
437,zakynthos,37.7914,20.8953,279.62,42,0,8.65,GR,1706647395
438,puli,23.9664,120.9695,289.94,76,1,1.75,TW,1706647395
439,debre mark'os,10.35,37.7333,289.12,57,44,1.34,ET,1706647395
440,ko pha ngan,9.7578,100.0291,297.74,73,22,5.65,TH,1706647395
441,kapuskasing,49.4169,-82.4331,274.2,86,100,4.12,CA,1706647118
442,calipatria,33.1256,-115.5142,299.42,31,0,0.91,US,1706647396
443,dubrovnik,42.6481,18.0922,282.95,27,0,3.09,HR,1706647396
444,lodwar,3.1191,35.5973,305.53,33,99,3.03,KE,1706647396
445,ancud,-41.8697,-73.8203,290.34,77,49,3.87,CL,1706647396
446,fort bragg,35.139,-79.006,286.94,46,0,2.57,US,1706647396
447,trondheim,63.4305,10.3951,274.2,72,40,1.5,NO,1706647222
448,colonia,50.9333,6.95,283.13,73,100,4.63,DE,1706647397
449,oranjemund,-28.55,16.4333,291.6,94,3,2.3,NA,1706647397
450,nizhneudinsk,54.9076,99.0276,243.06,99,19,1.55,RU,1706647119
451,ingeniero jacobacci,-41.3427,-69.5448,302.29,13,0,10.18,AR,1706647397
452,goz beida,13.95,20.55,294.77,18,0,4.47,TD,1706647397
453,caras,-9.0467,-77.8114,294.09,80,96,3.32,PE,1706647398
454,cabedelo,-6.9811,-34.8339,303.52,73,4,5.58,BR,1706647329
455,conduaga,8.862,117.4893,298.21,84,77,2.34,PH,1706647398
456,krasnovishersk,60.4078,57.082,267.46,97,100,0.93,RU,1706647398
457,nishinoomote,30.7333,131.0,290.44,88,100,6.64,JP,1706647398
458,talakan,50.3167,130.3667,240.57,100,94,0.56,RU,1706647398
459,fomboni,-12.28,43.7425,300.86,71,100,4.46,KM,1706647399
460,axim,4.8699,-2.2405,300.05,81,8,3.82,GH,1706647399
461,nyagan,62.1406,65.3936,259.5,95,100,2.93,RU,1706647399
462,furstenfeld,47.05,16.0833,275.94,84,29,0.71,AT,1706647399
463,chililabombwe,-12.3648,27.8229,291.34,89,64,0.93,ZM,1706647400
464,laojunmiao,39.8333,97.7333,265.94,41,100,3.58,CN,1706647400
465,altai,46.3722,96.2583,254.36,59,34,0.77,MN,1706647400
466,sinabang,2.4803,96.3801,299.75,84,76,1.99,ID,1706647400
467,hiratacho,35.4333,132.8167,276.16,93,54,3.6,JP,1706647400
468,kingston,17.997,-76.7936,302.68,71,20,5.14,JM,1706647400
469,xishan,27.6667,113.5,284.93,97,99,0.47,CN,1706647401
470,lalibela,12.0333,39.0333,289.79,72,98,2.16,ET,1706647401
471,mayna,54.1135,47.6231,270.83,91,26,5.38,RU,1706647401
472,lorengau,-2.0226,147.2712,300.99,81,100,4.43,PG,1706647401
473,colon,9.3592,-79.9014,301.02,73,83,6.43,PA,1706647401
474,douentza,14.9951,-2.9517,296.39,14,23,3.16,ML,1706647401
475,zhangye,38.9342,100.4517,268.26,38,100,0.76,CN,1706647154
476,manismata,-2.4667,111.0333,296.68,99,100,0.62,ID,1706647402
477,kuanda,56.3161,116.0806,237.42,96,48,0.44,RU,1706647402
478,bacabal,-4.2917,-44.7917,299.96,87,82,2.11,BR,1706647402
479,harper,4.375,-7.7169,300.56,80,58,3.28,LR,1706647402
480,fauske,67.2588,15.3918,280.17,71,77,5.91,NO,1706647403
481,wanning,18.8003,110.3967,293.38,90,99,0.5,CN,1706647403
482,thinadhoo,0.5333,72.9333,300.22,81,78,2.79,MV,1706647403
483,lerwick,60.1545,-1.1494,281.15,81,100,14.69,GB,1706647403
484,maumere,-8.6199,122.2111,299.71,81,100,1.92,ID,1706647403
485,poronaysk,49.2167,143.1167,250.65,99,85,1.77,RU,1706647404
486,gaspe,48.8334,-64.4819,265.27,49,20,0.0,CA,1706647393
487,mikun',62.3547,50.0771,269.77,89,57,4.18,RU,1706647404
488,la foa,-21.7108,165.8276,299.8,75,84,1.5,NC,1706647404
489,soygaon,20.6,75.6167,294.22,35,78,0.66,IN,1706647404
490,ulanhot,46.0833,122.0833,250.59,88,42,3.09,CN,1706647404
491,teguise,29.0605,-13.564,293.27,17,0,3.09,ES,1706647405
492,bahia de kino,28.8333,-111.9333,300.88,50,91,0.72,MX,1706647405
493,bengkulu,-3.8004,102.2655,297.51,90,99,1.78,ID,1706647405
494,katsuura,35.1333,140.3,282.53,68,8,2.74,JP,1706647405
495,yangquan,37.8575,113.5633,273.39,76,75,0.63,CN,1706647405
496,ixtapa,20.7,-105.2,298.72,73,75,2.06,MX,1706647406
497,kimberley,-28.7323,24.7623,298.98,41,83,3.6,ZA,1706647406
498,sakaiminato,35.55,133.2333,276.14,100,75,0.51,JP,1706647157
499,cannonvale,-20.2833,148.7,299.81,83,100,1.19,AU,1706647406
500,al fuwayliq,26.4432,43.2534,286.37,45,2,4.26,SA,1706647406
501,anantapur,14.6833,77.6,294.19,48,15,2.52,IN,1706647158
502,robit,12.0167,39.6333,291.66,90,100,1.44,ET,1706647407
503,kalampaka,39.7044,21.6269,275.12,59,11,1.9,GR,1706647407
504,duyun,26.2667,107.5167,282.38,99,100,1.42,CN,1706647407
505,wuda,39.4994,106.7117,267.73,41,100,1.92,CN,1706647407
506,tobelo,1.7284,128.0095,299.2,85,59,0.97,ID,1706647407
507,rio branco,-9.9747,-67.81,303.49,74,75,2.06,BR,1706647408
508,viqueque,-8.8673,126.3658,299.04,91,100,1.25,TL,1706647408
509,mont-laurier,46.5501,-75.4993,269.94,88,100,2.33,CA,1706647408
510,sirte,31.2089,16.5887,287.37,55,31,8.95,LY,1706647408
511,togur,58.3631,82.8265,256.07,96,97,3.97,RU,1706647408
512,takoradi,4.8845,-1.7554,300.19,79,21,4.06,GH,1706647409
513,tura,25.5198,90.2201,286.19,50,0,1.65,IN,1706647409
514,chamical,-30.36,-66.314,312.47,15,0,9.46,AR,1706647409
515,primorsk,46.7348,36.3443,273.21,74,20,3.32,UA,1706647409
516,abepura,-2.6333,140.5833,297.6,100,20,0.51,ID,1706647409
517,turkmenbasy,40.0222,52.9552,275.58,87,100,0.0,TM,1706647410
518,dongcun,36.7767,121.1597,276.97,95,100,1.46,CN,1706647410
519,hirara,24.8,125.2833,293.07,88,20,3.6,JP,1706647410
520,wenchang,30.904,118.4887,284.02,93,100,1.01,CN,1706647410
521,greymouth,-42.4667,171.2,291.86,65,1,2.34,NZ,1706647410
522,mahenge,-8.6833,36.7167,291.35,97,100,0.47,TZ,1706647411
523,berdigestyakh,62.0989,126.6992,246.14,98,100,2.26,RU,1706647411
524,markaz-e woluswali-ye achin,34.1258,70.7078,282.38,74,98,0.72,AF,1706647411
525,loharu,28.45,75.8167,285.85,65,3,3.39,IN,1706647411
526,tremonton,41.7119,-112.1655,281.83,76,0,0.0,US,1706647411
527,karmaskaly,54.3709,56.1837,267.1,96,98,3.06,RU,1706647412
528,plaza huincul,-38.926,-69.2086,308.79,10,1,0.45,AR,1706647412
529,massakory,12.996,15.7293,296.37,15,2,7.12,TD,1706647412
530,olavarria,-36.8927,-60.3225,311.33,14,3,1.77,AR,1706647317
531,farkhor,37.4922,69.4036,277.76,70,100,4.72,TJ,1706647412
532,amethi,26.15,81.8167,284.71,69,1,2.01,IN,1706647413
533,howard springs,-12.497,131.047,300.1,95,76,2.46,AU,1706647413
534,lovington,32.944,-103.3485,291.66,24,98,0.94,US,1706647413
535,al mindak,20.1588,41.2834,287.93,83,100,2.53,SA,1706647413
536,vadso,70.0744,29.7487,277.24,70,20,15.43,NO,1706647413
537,lobujya,27.95,86.8167,254.04,56,16,1.48,NP,1706647413
538,charlottetown,46.2352,-63.1267,267.47,74,100,6.71,CA,1706647282
539,pandan,14.0453,124.1694,298.14,82,96,7.0,PH,1706647414
540,sparta,43.9441,-90.8129,277.89,77,100,2.06,US,1706647414
541,santa maria maddalena,44.8957,11.6084,274.33,62,48,1.06,IT,1706647414
542,simpang,-1.2667,104.0833,296.85,95,98,1.22,ID,1706647414
543,aras-asan,8.8908,126.3033,298.49,91,100,4.75,PH,1706647414
544,mahina,-17.5065,-149.489,303.02,74,75,4.63,PF,1706647415
545,oppdal,62.5943,9.6912,265.79,48,7,4.97,NO,1706647415
546,ambatondrazaka,-17.8333,48.4167,292.04,93,76,1.29,MG,1706647415
547,malakal,9.5334,31.6605,300.5,15,100,4.18,SS,1706647415
548,brookings,44.3114,-96.7984,280.15,70,0,2.57,US,1706647415
549,aioun,16.6614,-9.6149,295.48,10,38,4.98,MR,1706647415
550,floro,61.5996,5.0328,277.13,70,75,7.2,NO,1706647416
551,chibougamau,49.9168,-74.3659,267.94,80,100,5.14,CA,1706647416
552,santa ana hueytlalpan,20.1833,-98.3,287.49,59,100,3.09,MX,1706647416
553,fort-shevchenko,44.5086,50.263,273.35,65,96,8.4,KZ,1706647416
554,byron bay,-28.65,153.6167,295.21,77,98,3.65,AU,1706647416
555,corte,42.25,9.25,280.13,81,86,1.08,FR,1706647416
556,igurubi,-4.0,33.7,293.12,91,100,3.59,TZ,1706647417
557,yuzhno-kurilsk,44.0306,145.8556,271.14,71,66,4.5,RU,1706647417
558,cuatro cienegas de carranza,26.9833,-102.0833,295.27,28,5,3.59,MX,1706647417
559,turpan,42.9333,89.1667,272.04,46,100,0.46,CN,1706647417
560,batticaloa,7.7102,81.6924,298.37,87,12,2.16,LK,1706647417
561,kolonia town,6.964,158.206,300.15,74,40,3.09,FM,1706647418
562,camocim,-2.9022,-40.8411,301.28,77,1,6.1,BR,1706647418
563,khandyga,62.6667,135.6,230.7,100,100,0.88,RU,1706647418
564,chimore,-16.9833,-65.1333,302.35,76,56,1.46,BO,1706647418
565,pauini,-7.7136,-66.9764,301.48,87,100,0.46,BR,1706647418
566,northam,51.0333,-4.2167,276.14,77,79,1.48,GB,1706647418
567,redencao,-4.2258,-38.7306,301.21,66,2,3.06,BR,1706647418
568,tukrah,32.5341,20.5791,283.38,71,100,9.28,LY,1706647419
569,ad darb,17.7229,42.2526,298.68,67,32,4.0,SA,1706647419
570,protaras,35.0125,34.0583,285.37,72,90,4.02,CY,1706647419
571,aquidauana,-20.4711,-55.7872,304.8,45,58,2.74,BR,1706647419
572,pekin,39.9075,116.3972,270.09,67,70,2.26,CN,1706647286
573,kintampo,8.0563,-1.7306,302.96,15,31,1.15,GH,1706647419
574,itaberaba,-12.5275,-40.3069,301.2,55,7,1.69,BR,1706647420
575,la tuque,47.4334,-72.7824,266.29,45,100,3.6,CA,1706647420
576,mount pleasant,32.7941,-79.8626,291.14,47,0,4.63,US,1706647180
577,tondano,1.3038,124.9112,294.2,95,95,1.3,ID,1706647420
578,tuy hoa,13.0833,109.3,293.83,95,95,1.64,VN,1706647420
579,murashi,59.3999,48.9615,270.58,87,89,5.05,RU,1706647421
580,miastko,54.0028,16.9826,276.97,80,100,3.77,PL,1706647421
581,at taj,24.2049,23.2857,282.11,45,0,3.98,LY,1706647421
582,sisak,45.4661,16.3783,270.14,84,4,0.96,HR,1706647421
583,gaiman,-43.2897,-65.4929,306.24,13,0,7.78,AR,1706647421
584,pagar alam,-4.0167,103.2667,293.9,99,100,0.06,ID,1706647421
585,kuusamo,65.9667,29.1833,271.17,86,0,6.17,FI,1706647422
586,bamboo flat,11.7,92.7167,299.2,89,20,0.0,IN,1706647422
587,bubaque,11.2833,-15.8333,298.94,70,100,5.08,GW,1706647422
588,labytnangi,66.6572,66.4183,257.87,96,100,2.99,RU,1706647422
589,beau vallon,-20.4189,57.6953,299.28,83,40,1.54,MU,1706647422
590,preobrazheniye,42.9019,133.9064,269.33,84,100,1.82,RU,1706647422
591,ben mehidi,36.7697,7.9064,283.14,93,0,1.03,DZ,1706647423
592,flying fish cove,-10.4217,105.6791,297.97,100,98,1.54,CX,1706647423
593,francisco sa,-16.4758,-43.4883,301.23,88,100,0.31,BR,1706647423
594,bogotol,56.2078,89.5342,250.57,100,75,2.63,RU,1706647423
595,totness,5.8833,-56.3167,300.64,76,30,5.89,SR,1706647423
596,bikin,46.8161,134.26,256.65,97,100,0.65,RU,1706647423
597,arraial do cabo,-22.9661,-42.0278,301.07,83,75,4.12,BR,1706647424
598,shuangjiang,26.1547,109.7138,282.59,99,100,0.52,CN,1706647424
599,clodomira,-27.5744,-64.1311,314.66,14,0,3.96,AR,1706647424
600,uacu cungo,-11.3634,15.1208,291.42,94,97,0.32,AO,1706647424
601,greifswald,54.1,13.3833,278.75,100,100,6.35,DE,1706647424
602,kulhudhuffushi,6.6221,73.07,301.01,73,22,4.05,MV,1706647424
603,itoman,26.1247,127.6694,295.58,81,100,5.66,JP,1706647425
604,mpanda,-6.3655,31.0409,291.37,97,100,0.93,TZ,1706647425
